Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas4709     Pavarde4709    2     	3     	3     	10    	3     	4     	1     	3     	4     	6     	1     	10    	2     	10    	4     	10    	
Vardas4710     Pavarde4710    5     	8     	7     	6     	6     	6     	1     	1     	1     	10    	8     	10    	9     	1     	7     	10    	
Vardas4711     Pavarde4711    8     	5     	4     	3     	3     	10    	9     	6     	3     	10    	10    	2     	7     	7     	5     	1     	
Vardas4712     Pavarde4712    2     	5     	9     	3     	10    	1     	4     	1     	3     	8     	7     	3     	9     	3     	6     	3     	
Vardas4713     Pavarde4713    3     	2     	6     	1     	10    	10    	2     	2     	8     	3     	7     	6     	1     	3     	7     	7     	
Vardas4714     Pavarde4714    10    	2     	3     	2     	5     	3     	2     	9     	9     	6     	2     	5     	5     	6     	1     	5     	
Vardas4715     Pavarde4715    3     	7     	4     	5     	9     	9     	1     	1     	3     	3     	8     	10    	9     	6     	1     	7     	
Vardas4716     Pavarde4716    10    	4     	5     	10    	2     	5     	3     	9     	3     	7     	5     	2     	6     	7     	1     	5     	
Vardas4717     Pavarde4717    10    	6     	2     	5     	2     	7     	2     	9     	9     	5     	1     	9     	2     	4     	4     	7     	
Vardas4718     Pavarde4718    2     	2     	9     	3     	3     	7     	3     	5     	2     	3     	2     	9     	7     	2     	2     	6     	
Vardas4719     Pavarde4719    7     	3     	5     	1     	3     	6     	9     	2     	5     	8     	7     	1     	6     	8     	7     	9     	
Vardas4720     Pavarde4720    3     	1     	10    	2     	8     	10    	4     	5     	2     	7     	9     	6     	4     	3     	7     	6     	
Vardas4721     Pavarde4721    2     	4     	6     	3     	3     	6     	9     	9     	8     	10    	4     	10    	5     	2     	6     	6     	
Vardas4722     Pavarde4722    10    	8     	7     	10    	3     	10    	9     	10    	10    	9     	8     	4     	3     	10    	1     	5     	
Vardas4723     Pavarde4723    9     	4     	4     	8     	3     	2     	8     	3     	10    	2     	8     	9     	10    	5     	3     	6     	
Vardas4724     Pavarde4724    4     	7     	9     	5     	3     	9     	10    	4     	7     	9     	2     	1     	8     	1     	9     	7     	
Vardas4725     Pavarde4725    1     	10    	6     	5     	10    	1     	4     	6     	2     	10    	10    	9     	4     	6     	10    	6     	
Vardas4726     Pavarde4726    5     	10    	2     	5     	4     	1     	10    	5     	5     	9     	8     	7     	9     	2     	6     	1     	
Vardas4727     Pavarde4727    3     	4     	1     	9     	4     	6     	4     	1     	6     	10    	3     	8     	7     	5     	1     	10    	
Vardas4728     Pavarde4728    1     	9     	7     	9     	5     	7     	4     	9     	5     	6     	3     	7     	2     	8     	5     	1     	
Vardas4729     Pavarde4729    4     	10    	10    	2     	10    	2     	10    	7     	1     	9     	9     	4     	9     	3     	4     	10    	
Vardas4730     Pavarde4730    8     	7     	6     	7     	7     	6     	8     	1     	1     	5     	9     	6     	3     	5     	4     	7     	
Vardas4731     Pavarde4731    2     	7     	5     	4     	2     	7     	2     	10    	10    	9     	6     	5     	8     	2     	6     	4     	
Vardas4732     Pavarde4732    2     	8     	2     	5     	4     	4     	7     	7     	3     	10    	5     	5     	1     	10    	6     	7     	
Vardas4733     Pavarde4733    2     	10    	2     	6     	1     	9     	1     	6     	9     	9     	8     	1     	10    	10    	7     	3     	
Vardas4734     Pavarde4734    1     	4     	9     	4     	1     	5     	7     	7     	3     	10    	8     	1     	2     	4     	2     	2     	
Vardas4735     Pavarde4735    1     	6     	3     	7     	8     	2     	6     	4     	7     	10    	6     	3     	4     	9     	10    	9     	
Vardas4736     Pavarde4736    1     	3     	3     	3     	8     	4     	8     	1     	10    	6     	1     	10    	10    	9     	4     	4     	
Vardas4737     Pavarde4737    2     	8     	3     	7     	2     	3     	1     	4     	3     	4     	2     	7     	8     	10    	6     	3     	
Vardas4738     Pavarde4738    10    	5     	8     	8     	7     	7     	8     	4     	6     	5     	5     	6     	5     	9     	7     	4     	
Vardas4739     Pavarde4739    4     	3     	9     	6     	9     	2     	8     	2     	9     	8     	9     	5     	2     	9     	7     	2     	
Vardas4740     Pavarde4740    1     	4     	10    	6     	3     	7     	5     	9     	9     	6     	2     	6     	2     	2     	5     	6     	
Vardas4741     Pavarde4741    5     	1     	1     	8     	1     	4     	7     	5     	3     	8     	10    	3     	6     	10    	10    	6     	
Vardas4742     Pavarde4742    4     	10    	9     	5     	5     	4     	3     	1     	5     	6     	8     	7     	5     	9     	8     	8     	
Vardas4743     Pavarde4743    9     	4     	2     	6     	3     	7     	6     	7     	4     	9     	2     	5     	8     	7     	9     	6     	
Vardas4744     Pavarde4744    5     	10    	10    	1     	1     	2     	8     	3     	3     	8     	3     	5     	1     	3     	7     	5     	
Vardas4745     Pavarde4745    6     	3     	9     	7     	3     	9     	1     	5     	7     	6     	8     	6     	7     	8     	10    	3     	
Vardas4746     Pavarde4746    3     	6     	5     	5     	8     	3     	6     	7     	1     	1     	7     	7     	7     	4     	10    	6     	
Vardas4747     Pavarde4747    4     	5     	3     	10    	9     	3     	4     	1     	9     	9     	2     	9     	6     	7     	7     	1     	
Vardas4748     Pavarde4748    3     	3     	8     	1     	1     	1     	5     	8     	2     	1     	1     	6     	8     	7     	6     	8     	
Vardas4749     Pavarde4749    5     	1     	1     	2     	6     	8     	8     	5     	3     	3     	10    	1     	1     	4     	10    	1     	
Vardas4750     Pavarde4750    7     	8     	6     	6     	5     	4     	6     	7     	3     	7     	4     	8     	9     	7     	3     	3     	
Vardas4751     Pavarde4751    5     	3     	4     	6     	4     	10    	7     	2     	9     	8     	6     	5     	3     	8     	10    	10    	
Vardas4752     Pavarde4752    10    	1     	10    	10    	9     	10    	5     	8     	9     	4     	10    	9     	5     	5     	3     	6     	
Vardas4753     Pavarde4753    10    	1     	8     	1     	9     	5     	3     	2     	8     	5     	9     	5     	9     	2     	8     	7     	
Vardas4754     Pavarde4754    4     	5     	8     	2     	6     	4     	6     	5     	7     	10    	1     	9     	5     	3     	7     	4     	
Vardas4755     Pavarde4755    2     	3     	1     	5     	9     	3     	2     	10    	3     	4     	8     	9     	3     	4     	4     	6     	
Vardas4756     Pavarde4756    9     	8     	2     	10    	9     	1     	6     	6     	7     	10    	3     	4     	1     	1     	3     	9     	
Vardas4757     Pavarde4757    9     	2     	3     	8     	6     	6     	4     	5     	6     	9     	3     	1     	7     	2     	4     	9     	
Vardas4758     Pavarde4758    1     	3     	7     	7     	6     	4     	1     	5     	3     	2     	7     	4     	6     	3     	8     	2     	
Vardas4759     Pavarde4759    4     	3     	2     	7     	6     	9     	4     	6     	4     	9     	4     	3     	4     	10    	4     	5     	
Vardas4760     Pavarde4760    7     	6     	4     	8     	6     	6     	4     	8     	10    	6     	9     	3     	5     	8     	1     	5     	
Vardas4761     Pavarde4761    6     	10    	6     	7     	5     	9     	5     	4     	8     	8     	2     	3     	2     	1     	6     	4     	
Vardas4762     Pavarde4762    5     	1     	6     	9     	1     	7     	8     	6     	9     	7     	1     	4     	1     	1     	3     	4     	
Vardas4763     Pavarde4763    5     	1     	5     	5     	1     	3     	3     	4     	9     	6     	8     	7     	9     	5     	8     	1     	
Vardas4764     Pavarde4764    5     	10    	8     	10    	6     	9     	1     	10    	8     	5     	3     	2     	9     	5     	7     	3     	
Vardas4765     Pavarde4765    4     	1     	8     	3     	1     	1     	3     	1     	3     	4     	4     	3     	3     	2     	9     	8     	
Vardas4766     Pavarde4766    5     	1     	5     	1     	5     	1     	8     	10    	5     	3     	10    	2     	8     	2     	3     	9     	
Vardas4767     Pavarde4767    5     	9     	2     	8     	5     	1     	4     	8     	5     	9     	2     	8     	2     	2     	9     	9     	
Vardas4768     Pavarde4768    8     	10    	2     	5     	8     	10    	4     	3     	5     	8     	1     	9     	6     	2     	8     	6     	
Vardas4769     Pavarde4769    4     	1     	5     	1     	5     	3     	8     	2     	10    	7     	2     	9     	5     	7     	10    	1     	
Vardas4770     Pavarde4770    6     	4     	2     	9     	1     	5     	5     	7     	3     	5     	10    	1     	5     	9     	2     	4     	
Vardas4771     Pavarde4771    1     	4     	9     	1     	5     	1     	2     	7     	9     	10    	3     	2     	1     	4     	6     	2     	
Vardas4772     Pavarde4772    10    	8     	1     	5     	2     	2     	8     	1     	7     	8     	1     	7     	3     	3     	8     	2     	
Vardas4773     Pavarde4773    3     	2     	7     	10    	3     	10    	7     	4     	5     	3     	2     	2     	7     	5     	1     	5     	
Vardas4774     Pavarde4774    4     	10    	7     	8     	4     	10    	4     	4     	1     	4     	10    	7     	8     	3     	7     	2     	
Vardas4775     Pavarde4775    1     	3     	1     	1     	8     	6     	8     	5     	2     	6     	6     	2     	2     	7     	6     	6     	
Vardas4776     Pavarde4776    2     	2     	3     	8     	1     	9     	8     	1     	1     	3     	4     	2     	6     	10    	9     	6     	
Vardas4777     Pavarde4777    9     	8     	1     	4     	10    	7     	4     	2     	7     	1     	3     	9     	7     	9     	2     	3     	
Vardas4778     Pavarde4778    1     	8     	6     	7     	8     	9     	9     	10    	8     	6     	10    	2     	1     	6     	1     	6     	
Vardas4779     Pavarde4779    4     	8     	7     	1     	7     	2     	9     	8     	10    	5     	5     	4     	4     	9     	8     	9     	
Vardas4780     Pavarde4780    8     	6     	7     	1     	6     	9     	8     	9     	5     	9     	6     	5     	2     	2     	5     	3     	
Vardas4781     Pavarde4781    2     	8     	2     	2     	4     	4     	7     	2     	7     	10    	9     	2     	3     	5     	9     	10    	
Vardas4782     Pavarde4782    1     	10    	3     	4     	2     	6     	7     	9     	10    	2     	2     	5     	5     	5     	6     	3     	
Vardas4783     Pavarde4783    3     	8     	8     	5     	9     	6     	5     	7     	9     	5     	5     	3     	3     	9     	3     	5     	
Vardas4784     Pavarde4784    10    	5     	2     	2     	4     	9     	4     	2     	5     	2     	6     	5     	2     	1     	4     	6     	
Vardas4785     Pavarde4785    4     	7     	5     	2     	6     	2     	10    	5     	4     	10    	9     	9     	6     	6     	6     	3     	
Vardas4786     Pavarde4786    1     	5     	4     	1     	7     	7     	9     	2     	2     	5     	8     	4     	4     	6     	8     	4     	
Vardas4787     Pavarde4787    6     	5     	3     	2     	4     	2     	4     	1     	5     	9     	6     	1     	5     	9     	4     	6     	
Vardas4788     Pavarde4788    9     	9     	1     	7     	10    	7     	4     	10    	7     	6     	6     	10    	2     	8     	9     	2     	
Vardas4789     Pavarde4789    7     	3     	8     	9     	8     	10    	7     	10    	7     	6     	8     	3     	4     	8     	5     	7     	
Vardas4790     Pavarde4790    10    	2     	7     	4     	1     	1     	10    	7     	6     	2     	10    	2     	5     	6     	2     	1     	
Vardas4791     Pavarde4791    7     	4     	6     	5     	2     	4     	7     	7     	4     	1     	5     	8     	4     	9     	6     	3     	
Vardas4792     Pavarde4792    7     	7     	6     	5     	5     	10    	8     	1     	4     	10    	3     	8     	10    	1     	6     	2     	
Vardas4793     Pavarde4793    7     	7     	9     	4     	9     	2     	7     	2     	3     	4     	10    	9     	8     	5     	3     	4     	
Vardas4794     Pavarde4794    7     	2     	10    	6     	8     	6     	1     	5     	10    	3     	2     	4     	7     	10    	6     	5     	
Vardas4795     Pavarde4795    3     	8     	6     	7     	1     	7     	4     	4     	2     	2     	7     	3     	2     	4     	2     	6     	
Vardas4796     Pavarde4796    5     	4     	7     	5     	8     	7     	2     	9     	1     	1     	1     	3     	2     	7     	3     	4     	
Vardas4797     Pavarde4797    3     	1     	9     	9     	9     	3     	8     	10    	7     	5     	3     	4     	1     	8     	9     	10    	
Vardas4798     Pavarde4798    5     	3     	6     	8     	9     	9     	2     	9     	1     	5     	2     	9     	6     	2     	5     	5     	
Vardas4799     Pavarde4799    1     	7     	8     	5     	4     	1     	7     	5     	3     	10    	4     	10    	5     	10    	6     	10    	
Vardas4800     Pavarde4800    2     	10    	4     	10    	6     	6     	1     	3     	9     	7     	9     	10    	9     	4     	5     	6     	
Vardas4801     Pavarde4801    3     	5     	10    	4     	1     	1     	3     	7     	7     	4     	6     	9     	4     	5     	8     	2     	
Vardas4802     Pavarde4802    3     	5     	2     	4     	4     	5     	1     	5     	1     	3     	8     	5     	6     	5     	5     	7     	
Vardas4803     Pavarde4803    5     	3     	3     	10    	8     	6     	5     	1     	8     	6     	10    	10    	8     	9     	6     	1     	
Vardas4804     Pavarde4804    2     	2     	10    	10    	1     	6     	1     	10    	4     	8     	9     	5     	1     	6     	9     	9     	
Vardas4805     Pavarde4805    8     	8     	10    	1     	5     	9     	1     	4     	10    	3     	3     	2     	7     	5     	1     	4     	
Vardas4806     Pavarde4806    7     	2     	9     	5     	7     	1     	5     	10    	10    	2     	3     	6     	5     	3     	4     	6     	
Vardas4807     Pavarde4807    7     	5     	6     	1     	1     	3     	4     	7     	3     	6     	10    	2     	4     	2     	5     	1     	
Vardas4808     Pavarde4808    8     	5     	4     	7     	7     	7     	10    	3     	2     	6     	4     	2     	9     	7     	6     	7     	
Vardas4809     Pavarde4809    5     	4     	4     	8     	4     	1     	2     	5     	5     	8     	6     	7     	7     	2     	6     	6     	
Vardas4810     Pavarde4810    9     	3     	6     	4     	6     	6     	5     	6     	10    	10    	7     	6     	8     	8     	1     	1     	
Vardas4811     Pavarde4811    9     	2     	8     	6     	6     	6     	7     	6     	8     	2     	9     	4     	4     	2     	1     	6     	
Vardas4812     Pavarde4812    3     	10    	6     	3     	2     	8     	5     	4     	6     	6     	3     	4     	5     	2     	4     	8     	
Vardas4813     Pavarde4813    1     	2     	6     	10    	1     	9     	4     	9     	7     	8     	6     	1     	4     	6     	4     	5     	
Vardas4814     Pavarde4814    10    	9     	4     	10    	8     	2     	3     	10    	9     	1     	7     	1     	1     	2     	7     	3     	
Vardas4815     Pavarde4815    9     	5     	4     	10    	4     	5     	6     	2     	6     	4     	3     	7     	2     	1     	2     	9     	
Vardas4816     Pavarde4816    8     	1     	4     	4     	1     	1     	2     	5     	1     	7     	3     	6     	7     	7     	3     	5     	
Vardas4817     Pavarde4817    2     	9     	5     	10    	3     	1     	4     	1     	1     	4     	10    	2     	8     	3     	6     	1     	
Vardas4818     Pavarde4818    8     	5     	7     	2     	5     	3     	3     	1     	3     	9     	5     	9     	9     	4     	2     	6     	
Vardas4819     Pavarde4819    7     	4     	5     	3     	8     	1     	5     	8     	5     	3     	1     	10    	10    	6     	8     	3     	
Vardas4820     Pavarde4820    7     	10    	3     	3     	5     	7     	8     	7     	2     	10    	10    	8     	5     	5     	5     	8     	
Vardas4821     Pavarde4821    3     	5     	2     	10    	2     	7     	5     	8     	7     	3     	4     	3     	7     	10    	5     	1     	
Vardas4822     Pavarde4822    2     	7     	7     	10    	9     	4     	8     	8     	2     	5     	1     	6     	2     	10    	8     	3     	
Vardas4823     Pavarde4823    10    	2     	9     	10    	9     	2     	5     	6     	7     	4     	8     	1     	5     	4     	8     	2     	
Vardas4824     Pavarde4824    2     	3     	9     	4     	8     	1     	10    	5     	5     	5     	9     	1     	5     	7     	2     	9     	
Vardas4825     Pavarde4825    9     	9     	10    	1     	6     	9     	7     	9     	3     	6     	7     	6     	7     	4     	9     	10    	
Vardas4826     Pavarde4826    10    	1     	2     	4     	2     	3     	2     	8     	9     	9     	8     	9     	9     	6     	3     	4     	
Vardas4827     Pavarde4827    6     	1     	2     	3     	10    	6     	1     	9     	5     	8     	3     	1     	8     	7     	1     	8     	
Vardas4828     Pavarde4828    10    	4     	6     	4     	8     	8     	7     	2     	7     	7     	9     	6     	7     	3     	5     	6     	
Vardas4829     Pavarde4829    5     	3     	6     	3     	7     	4     	8     	2     	9     	5     	2     	4     	6     	2     	8     	3     	
Vardas4830     Pavarde4830    5     	10    	2     	2     	8     	5     	8     	7     	10    	1     	5     	3     	2     	4     	10    	5     	
Vardas4831     Pavarde4831    10    	8     	1     	10    	7     	9     	4     	3     	2     	7     	7     	2     	8     	1     	2     	1     	
Vardas4832     Pavarde4832    1     	2     	9     	1     	6     	6     	5     	7     	5     	2     	1     	8     	10    	10    	4     	9     	
Vardas4833     Pavarde4833    6     	5     	5     	4     	7     	8     	4     	5     	5     	2     	1     	10    	9     	3     	8     	2     	
Vardas4834     Pavarde4834    3     	2     	5     	7     	7     	9     	8     	4     	7     	3     	10    	4     	1     	5     	2     	9     	
Vardas4835     Pavarde4835    3     	8     	6     	8     	6     	6     	6     	2     	1     	1     	1     	7     	6     	4     	4     	5     	
Vardas4836     Pavarde4836    1     	8     	8     	9     	6     	1     	4     	8     	10    	7     	1     	7     	9     	8     	2     	6     	
Vardas4837     Pavarde4837    3     	2     	3     	10    	10    	8     	10    	4     	6     	6     	3     	6     	1     	5     	7     	1     	
Vardas4838     Pavarde4838    5     	1     	3     	4     	5     	2     	3     	6     	4     	10    	4     	7     	4     	4     	3     	1     	
Vardas4839     Pavarde4839    1     	6     	7     	5     	7     	4     	2     	2     	7     	1     	2     	3     	2     	3     	8     	7     	
Vardas4840     Pavarde4840    5     	2     	4     	3     	5     	5     	10    	1     	2     	6     	7     	8     	6     	7     	1     	4     	
Vardas4841     Pavarde4841    3     	10    	4     	9     	8     	5     	9     	5     	9     	4     	10    	7     	3     	7     	6     	10    	
Vardas4842     Pavarde4842    3     	1     	8     	1     	8     	6     	5     	2     	6     	5     	5     	3     	1     	8     	2     	9     	
Vardas4843     Pavarde4843    1     	8     	10    	7     	6     	7     	7     	7     	4     	7     	1     	6     	4     	1     	3     	3     	
Vardas4844     Pavarde4844    4     	5     	1     	6     	8     	9     	1     	3     	2     	6     	8     	5     	10    	2     	6     	8     	
Vardas4845     Pavarde4845    3     	10    	1     	8     	2     	9     	3     	9     	3     	4     	5     	7     	9     	8     	2     	4     	
Vardas4846     Pavarde4846    4     	5     	5     	1     	5     	1     	4     	9     	2     	8     	10    	6     	6     	2     	6     	6     	
Vardas4847     Pavarde4847    2     	4     	10    	7     	9     	7     	7     	8     	4     	3     	4     	2     	3     	4     	8     	5     	
Vardas4848     Pavarde4848    7     	1     	9     	3     	6     	9     	9     	9     	10    	7     	7     	10    	10    	3     	9     	10    	
Vardas4849     Pavarde4849    7     	7     	5     	3     	6     	10    	7     	10    	7     	9     	8     	5     	2     	10    	3     	7     	
Vardas4850     Pavarde4850    3     	2     	7     	4     	7     	7     	6     	2     	6     	8     	6     	4     	1     	4     	6     	4     	
Vardas4851     Pavarde4851    8     	6     	1     	5     	6     	5     	8     	1     	6     	7     	3     	6     	5     	6     	6     	9     	
Vardas4852     Pavarde4852    9     	6     	9     	1     	9     	3     	10    	10    	7     	9     	2     	1     	7     	3     	1     	9     	
Vardas4853     Pavarde4853    10    	9     	3     	7     	3     	7     	5     	2     	1     	1     	3     	10    	2     	3     	2     	7     	
Vardas4854     Pavarde4854    2     	1     	10    	7     	10    	4     	2     	4     	2     	9     	8     	7     	9     	9     	2     	2     	
Vardas4855     Pavarde4855    10    	4     	4     	2     	4     	1     	4     	2     	4     	7     	5     	4     	1     	2     	9     	1     	
Vardas4856     Pavarde4856    5     	2     	9     	1     	1     	7     	4     	2     	7     	6     	6     	4     	10    	10    	9     	8     	
Vardas4857     Pavarde4857    2     	7     	6     	1     	8     	4     	4     	9     	7     	1     	5     	4     	1     	7     	8     	8     	
Vardas4858     Pavarde4858    9     	9     	5     	8     	1     	3     	1     	1     	3     	6     	10    	10    	8     	4     	9     	2     	
Vardas4859     Pavarde4859    2     	1     	10    	2     	7     	1     	5     	7     	1     	8     	1     	6     	3     	5     	8     	7     	
Vardas4860     Pavarde4860    8     	2     	3     	5     	1     	10    	9     	3     	5     	3     	6     	1     	8     	8     	3     	5     	
Vardas4861     Pavarde4861    1     	6     	3     	8     	2     	9     	6     	5     	8     	10    	7     	3     	10    	4     	1     	8     	
Vardas4862     Pavarde4862    6     	2     	8     	5     	7     	3     	3     	3     	1     	2     	1     	4     	9     	8     	5     	5     	
Vardas4863     Pavarde4863    7     	4     	3     	9     	8     	2     	4     	6     	7     	7     	9     	10    	1     	3     	7     	9     	
Vardas4864     Pavarde4864    8     	7     	1     	1     	1     	4     	9     	4     	3     	4     	6     	9     	9     	9     	10    	9     	
Vardas4865     Pavarde4865    6     	8     	7     	4     	3     	6     	1     	7     	8     	2     	2     	10    	4     	9     	8     	1     	
Vardas4866     Pavarde4866    10    	8     	8     	8     	9     	1     	7     	4     	1     	5     	1     	9     	1     	10    	6     	5     	
Vardas4867     Pavarde4867    9     	9     	5     	5     	7     	1     	6     	3     	6     	8     	4     	3     	4     	8     	10    	3     	
Vardas4868     Pavarde4868    6     	8     	3     	4     	8     	2     	8     	2     	1     	8     	8     	10    	4     	3     	5     	1     	
Vardas4869     Pavarde4869    10    	8     	3     	1     	8     	7     	1     	6     	1     	1     	6     	5     	9     	8     	10    	9     	
Vardas4870     Pavarde4870    2     	6     	1     	4     	6     	2     	7     	1     	6     	5     	1     	7     	10    	4     	1     	10    	
Vardas4871     Pavarde4871    2     	5     	9     	5     	9     	10    	10    	1     	10    	9     	5     	8     	4     	9     	1     	2     	
Vardas4872     Pavarde4872    6     	8     	4     	6     	3     	10    	1     	9     	10    	4     	3     	4     	1     	8     	3     	2     	
Vardas4873     Pavarde4873    8     	8     	7     	9     	1     	1     	6     	9     	10    	6     	4     	6     	6     	6     	6     	4     	
Vardas4874     Pavarde4874    5     	1     	1     	5     	3     	9     	5     	10    	3     	6     	6     	7     	10    	8     	1     	8     	
Vardas4875     Pavarde4875    7     	3     	2     	7     	4     	4     	10    	4     	3     	7     	8     	8     	9     	7     	3     	2     	
Vardas4876     Pavarde4876    7     	2     	2     	3     	2     	4     	7     	10    	5     	5     	5     	9     	3     	2     	2     	7     	
Vardas4877     Pavarde4877    6     	3     	2     	7     	5     	4     	10    	9     	4     	9     	3     	7     	1     	1     	3     	6     	
Vardas4878     Pavarde4878    9     	10    	10    	2     	4     	7     	1     	2     	6     	4     	8     	10    	8     	3     	7     	3     	
Vardas4879     Pavarde4879    9     	9     	8     	1     	9     	7     	8     	3     	8     	4     	4     	7     	5     	5     	2     	10    	
Vardas4880     Pavarde4880    7     	4     	7     	5     	7     	3     	2     	1     	5     	4     	6     	1     	7     	10    	6     	1     	
Vardas4881     Pavarde4881    5     	9     	3     	1     	6     	3     	9     	8     	10    	5     	10    	1     	10    	8     	4     	4     	
Vardas4882     Pavarde4882    8     	7     	6     	4     	7     	7     	5     	8     	10    	9     	2     	2     	3     	4     	6     	8     	
Vardas4883     Pavarde4883    9     	4     	7     	7     	3     	2     	2     	7     	4     	6     	8     	5     	4     	10    	8     	10    	
Vardas4884     Pavarde4884    8     	8     	5     	2     	8     	4     	1     	9     	7     	4     	8     	9     	8     	5     	4     	9     	
Vardas4885     Pavarde4885    10    	4     	6     	10    	1     	7     	2     	4     	10    	10    	10    	6     	5     	2     	10    	1     	
Vardas4886     Pavarde4886    3     	5     	9     	5     	10    	10    	1     	2     	9     	9     	7     	2     	6     	5     	1     	10    	
Vardas4887     Pavarde4887    7     	8     	8     	3     	2     	3     	6     	9     	9     	7     	7     	7     	1     	4     	3     	2     	
Vardas4888     Pavarde4888    2     	4     	2     	1     	3     	6     	5     	4     	4     	8     	2     	1     	6     	5     	5     	1     	
Vardas4889     Pavarde4889    9     	4     	6     	4     	6     	4     	8     	9     	7     	9     	8     	3     	9     	8     	1     	8     	
Vardas4890     Pavarde4890    10    	7     	2     	2     	9     	3     	5     	10    	1     	5     	1     	4     	3     	1     	9     	10    	
Vardas4891     Pavarde4891    5     	8     	1     	10    	8     	5     	6     	10    	4     	1     	7     	1     	5     	9     	3     	1     	
Vardas4892     Pavarde4892    10    	9     	5     	7     	4     	9     	8     	10    	7     	2     	2     	5     	7     	10    	2     	2     	
Vardas4893     Pavarde4893    5     	7     	8     	6     	5     	5     	8     	1     	3     	3     	5     	9     	10    	5     	10    	3     	
Vardas4894     Pavarde4894    1     	4     	2     	6     	9     	2     	5     	2     	1     	9     	1     	8     	3     	4     	10    	3     	
Vardas4895     Pavarde4895    5     	10    	4     	6     	7     	7     	1     	5     	6     	1     	10    	7     	2     	8     	9     	1     	
Vardas4896     Pavarde4896    10    	9     	9     	1     	9     	2     	6     	7     	4     	4     	3     	10    	10    	1     	1     	3     	
Vardas4897     Pavarde4897    2     	9     	1     	1     	3     	1     	2     	4     	4     	3     	4     	9     	1     	1     	7     	7     	
Vardas4898     Pavarde4898    10    	9     	8     	5     	10    	9     	7     	4     	10    	9     	9     	10    	5     	7     	4     	9     	
Vardas4899     Pavarde4899    1     	8     	10    	4     	5     	2     	10    	7     	6     	4     	10    	7     	2     	3     	2     	6     	
Vardas4900     Pavarde4900    5     	8     	8     	7     	3     	6     	7     	2     	6     	4     	5     	8     	1     	9     	7     	9     	
Vardas4901     Pavarde4901    3     	3     	4     	2     	5     	4     	10    	5     	5     	1     	3     	2     	1     	1     	10    	3     	
Vardas4902     Pavarde4902    8     	5     	1     	7     	4     	5     	9     	8     	6     	1     	2     	3     	2     	7     	5     	9     	
Vardas4903     Pavarde4903    9     	4     	1     	3     	1     	7     	10    	6     	9     	4     	4     	5     	10    	8     	1     	4     	
Vardas4904     Pavarde4904    10    	1     	4     	3     	7     	6     	6     	2     	9     	1     	6     	2     	4     	10    	6     	2     	
Vardas4905     Pavarde4905    10    	6     	9     	3     	8     	10    	10    	9     	7     	8     	5     	1     	1     	3     	8     	10    	
Vardas4906     Pavarde4906    5     	8     	5     	4     	3     	7     	3     	6     	5     	6     	2     	10    	2     	8     	5     	7     	
Vardas4907     Pavarde4907    1     	10    	4     	2     	7     	8     	8     	2     	9     	7     	4     	7     	9     	7     	1     	4     	
Vardas4908     Pavarde4908    10    	7     	2     	2     	9     	9     	1     	9     	1     	1     	2     	5     	8     	10    	2     	9     	
Vardas4909     Pavarde4909    8     	2     	4     	6     	1     	7     	7     	5     	5     	3     	7     	7     	3     	3     	9     	2     	
Vardas4910     Pavarde4910    2     	6     	8     	6     	1     	2     	6     	5     	1     	7     	4     	5     	2     	8     	3     	9     	
Vardas4911     Pavarde4911    3     	9     	6     	5     	5     	9     	5     	6     	10    	4     	8     	4     	7     	7     	9     	9     	
Vardas4912     Pavarde4912    5     	2     	8     	6     	6     	1     	4     	7     	5     	5     	10    	5     	1     	4     	9     	7     	
Vardas4913     Pavarde4913    10    	7     	7     	1     	10    	2     	10    	1     	5     	1     	1     	8     	8     	5     	5     	1     	
Vardas4914     Pavarde4914    4     	2     	7     	8     	8     	3     	6     	1     	6     	7     	1     	9     	8     	3     	1     	4     	
Vardas4915     Pavarde4915    7     	7     	4     	6     	9     	3     	1     	4     	1     	7     	7     	1     	5     	1     	9     	8     	
Vardas4916     Pavarde4916    9     	8     	5     	10    	1     	6     	2     	9     	2     	1     	7     	4     	3     	6     	2     	7     	
Vardas4917     Pavarde4917    1     	2     	6     	10    	9     	1     	4     	10    	5     	1     	2     	4     	8     	4     	9     	10    	
Vardas4918     Pavarde4918    2     	6     	3     	4     	5     	10    	9     	1     	8     	10    	6     	5     	2     	10    	3     	1     	
Vardas4919     Pavarde4919    8     	1     	4     	5     	1     	5     	9     	9     	4     	5     	5     	6     	2     	7     	2     	2     	
Vardas4920     Pavarde4920    3     	3     	4     	9     	1     	2     	8     	1     	7     	8     	5     	1     	4     	10    	3     	10    	
Vardas4921     Pavarde4921    10    	4     	7     	9     	6     	2     	6     	10    	1     	8     	2     	7     	3     	7     	7     	1     	
Vardas4922     Pavarde4922    7     	9     	5     	6     	7     	8     	10    	10    	1     	5     	10    	9     	9     	5     	10    	8     	
Vardas4923     Pavarde4923    6     	9     	7     	6     	4     	2     	6     	1     	10    	2     	1     	2     	8     	3     	8     	6     	
Vardas4924     Pavarde4924    1     	5     	3     	9     	10    	3     	10    	1     	10    	2     	3     	1     	3     	10    	9     	2     	
Vardas4925     Pavarde4925    3     	8     	5     	3     	1     	6     	1     	5     	6     	3     	2     	5     	9     	5     	9     	3     	
