Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas448      Pavarde448     1     	3     	10    	6     	5     	8     	4     	3     	10    	7     	6     	4     	10    	2     	2     	5     	
Vardas449      Pavarde449     8     	9     	1     	9     	9     	9     	5     	10    	5     	6     	8     	5     	4     	5     	8     	3     	
Vardas450      Pavarde450     8     	10    	5     	7     	8     	1     	10    	6     	9     	4     	9     	2     	8     	10    	8     	5     	
Vardas451      Pavarde451     10    	9     	1     	3     	8     	9     	7     	7     	2     	8     	3     	6     	2     	2     	9     	10    	
Vardas452      Pavarde452     8     	3     	9     	8     	2     	7     	5     	10    	5     	1     	4     	7     	6     	1     	9     	9     	
Vardas453      Pavarde453     10    	5     	2     	5     	8     	7     	9     	3     	7     	1     	1     	5     	5     	1     	10    	8     	
Vardas454      Pavarde454     7     	3     	2     	10    	4     	5     	10    	2     	8     	10    	3     	3     	10    	3     	2     	5     	
Vardas455      Pavarde455     4     	8     	1     	10    	1     	8     	7     	8     	4     	7     	4     	7     	10    	9     	6     	2     	
Vardas456      Pavarde456     1     	2     	4     	2     	1     	7     	7     	5     	4     	3     	4     	9     	10    	5     	4     	6     	
Vardas457      Pavarde457     7     	8     	6     	1     	10    	8     	9     	8     	1     	8     	4     	10    	4     	3     	9     	4     	
Vardas458      Pavarde458     4     	4     	5     	9     	4     	4     	8     	8     	10    	3     	2     	6     	8     	10    	3     	1     	
Vardas459      Pavarde459     1     	7     	3     	10    	4     	7     	8     	8     	8     	5     	10    	8     	10    	5     	9     	1     	
Vardas460      Pavarde460     7     	6     	1     	3     	4     	8     	1     	1     	2     	2     	7     	7     	6     	6     	8     	9     	
Vardas461      Pavarde461     1     	1     	9     	10    	5     	5     	8     	1     	8     	8     	8     	3     	6     	9     	3     	6     	
Vardas462      Pavarde462     5     	8     	2     	9     	6     	4     	8     	2     	8     	5     	6     	8     	7     	3     	9     	7     	
Vardas463      Pavarde463     9     	4     	3     	1     	5     	2     	2     	8     	1     	5     	8     	6     	5     	3     	5     	2     	
Vardas464      Pavarde464     8     	1     	3     	9     	8     	6     	5     	2     	7     	5     	7     	10    	2     	5     	7     	9     	
Vardas465      Pavarde465     7     	7     	5     	2     	2     	9     	6     	9     	3     	5     	1     	8     	2     	3     	2     	7     	
Vardas466      Pavarde466     9     	2     	6     	7     	8     	1     	6     	7     	9     	7     	10    	10    	5     	7     	5     	1     	
Vardas467      Pavarde467     8     	10    	5     	5     	4     	10    	4     	5     	9     	2     	3     	9     	1     	7     	6     	5     	
Vardas468      Pavarde468     10    	7     	8     	3     	3     	5     	10    	6     	2     	2     	9     	5     	10    	5     	5     	9     	
Vardas469      Pavarde469     8     	9     	8     	7     	3     	1     	5     	7     	8     	2     	6     	1     	6     	10    	1     	5     	
Vardas470      Pavarde470     5     	4     	4     	9     	5     	7     	2     	1     	7     	5     	8     	6     	6     	7     	5     	2     	
Vardas471      Pavarde471     7     	2     	8     	3     	5     	4     	10    	2     	7     	3     	2     	3     	1     	5     	3     	8     	
Vardas472      Pavarde472     9     	6     	4     	9     	7     	8     	8     	6     	4     	4     	2     	8     	4     	6     	2     	10    	
Vardas473      Pavarde473     1     	9     	7     	9     	10    	2     	7     	4     	5     	1     	9     	9     	9     	2     	4     	4     	
Vardas474      Pavarde474     7     	10    	9     	1     	10    	3     	10    	10    	9     	6     	7     	2     	4     	10    	2     	3     	
Vardas475      Pavarde475     3     	4     	7     	6     	2     	3     	10    	10    	2     	3     	7     	2     	9     	7     	2     	7     	
Vardas476      Pavarde476     1     	8     	3     	5     	8     	9     	2     	10    	7     	7     	3     	7     	4     	9     	6     	9     	
Vardas477      Pavarde477     1     	7     	4     	2     	2     	8     	6     	1     	2     	3     	1     	4     	3     	5     	7     	4     	
Vardas478      Pavarde478     6     	9     	6     	1     	1     	2     	2     	2     	7     	7     	10    	7     	3     	8     	4     	8     	
Vardas479      Pavarde479     7     	9     	8     	7     	9     	1     	8     	2     	5     	5     	4     	3     	6     	2     	9     	5     	
Vardas480      Pavarde480     8     	4     	8     	4     	5     	1     	3     	4     	3     	10    	6     	7     	2     	4     	9     	10    	
Vardas481      Pavarde481     1     	7     	8     	10    	9     	7     	9     	10    	3     	7     	1     	10    	5     	6     	3     	3     	
Vardas482      Pavarde482     7     	5     	9     	1     	9     	5     	3     	10    	1     	4     	9     	7     	4     	8     	9     	8     	
Vardas483      Pavarde483     8     	10    	9     	5     	3     	8     	7     	6     	3     	10    	8     	7     	3     	6     	4     	10    	
Vardas484      Pavarde484     7     	9     	1     	6     	9     	4     	4     	8     	6     	5     	8     	4     	9     	3     	5     	6     	
Vardas485      Pavarde485     10    	2     	7     	6     	5     	10    	4     	5     	5     	6     	2     	8     	6     	9     	6     	9     	
Vardas486      Pavarde486     3     	5     	2     	9     	4     	7     	1     	4     	10    	9     	1     	5     	5     	1     	3     	6     	
Vardas487      Pavarde487     3     	5     	9     	1     	2     	3     	2     	1     	8     	5     	8     	9     	8     	7     	2     	7     	
Vardas488      Pavarde488     1     	10    	7     	10    	4     	1     	8     	7     	10    	7     	5     	8     	3     	5     	6     	1     	
Vardas489      Pavarde489     7     	1     	10    	4     	4     	8     	8     	2     	1     	2     	5     	10    	4     	1     	1     	8     	
Vardas490      Pavarde490     7     	6     	3     	5     	9     	4     	3     	5     	9     	2     	2     	3     	4     	3     	1     	3     	
Vardas491      Pavarde491     7     	2     	10    	2     	4     	9     	2     	4     	8     	8     	6     	2     	10    	6     	9     	3     	
Vardas492      Pavarde492     1     	9     	6     	1     	2     	10    	10    	6     	3     	4     	10    	10    	8     	7     	9     	1     	
Vardas493      Pavarde493     3     	9     	1     	8     	5     	6     	10    	3     	7     	4     	5     	10    	10    	10    	6     	5     	
Vardas494      Pavarde494     9     	7     	8     	8     	10    	7     	10    	8     	3     	8     	7     	1     	8     	3     	9     	4     	
Vardas495      Pavarde495     10    	8     	7     	4     	7     	8     	4     	1     	2     	6     	6     	6     	1     	6     	5     	3     	
Vardas496      Pavarde496     2     	1     	2     	7     	1     	5     	4     	6     	5     	2     	5     	7     	4     	7     	9     	4     	
Vardas497      Pavarde497     5     	3     	1     	10    	8     	8     	6     	10    	6     	8     	4     	1     	7     	8     	1     	9     	
Vardas498      Pavarde498     3     	7     	9     	8     	3     	8     	4     	4     	5     	6     	2     	9     	2     	10    	5     	2     	
Vardas499      Pavarde499     8     	9     	4     	4     	2     	4     	6     	7     	3     	6     	4     	6     	8     	6     	10    	3     	
Vardas500      Pavarde500     8     	8     	2     	2     	5     	9     	5     	4     	3     	4     	5     	10    	2     	9     	9     	4     	
Vardas501      Pavarde501     10    	6     	3     	4     	3     	4     	3     	10    	4     	10    	1     	2     	5     	2     	2     	7     	
Vardas502      Pavarde502     5     	9     	10    	7     	1     	2     	7     	1     	3     	8     	1     	8     	7     	7     	7     	8     	
Vardas503      Pavarde503     3     	8     	9     	3     	1     	2     	9     	1     	9     	5     	5     	1     	1     	2     	7     	6     	
Vardas504      Pavarde504     8     	10    	8     	4     	5     	4     	10    	4     	5     	9     	5     	2     	4     	9     	1     	8     	
Vardas505      Pavarde505     2     	7     	3     	3     	6     	1     	4     	4     	8     	1     	3     	10    	7     	5     	7     	6     	
Vardas506      Pavarde506     2     	9     	5     	9     	2     	4     	4     	6     	1     	6     	4     	6     	8     	8     	7     	1     	
Vardas507      Pavarde507     10    	6     	10    	1     	5     	2     	2     	6     	10    	1     	6     	4     	6     	9     	3     	9     	
Vardas508      Pavarde508     2     	10    	4     	2     	7     	2     	6     	8     	5     	8     	7     	4     	3     	8     	9     	6     	
Vardas509      Pavarde509     2     	6     	9     	10    	2     	6     	8     	6     	5     	3     	6     	3     	7     	7     	3     	3     	
Vardas510      Pavarde510     7     	2     	7     	2     	7     	7     	4     	5     	9     	7     	4     	10    	3     	5     	5     	1     	
Vardas511      Pavarde511     8     	7     	10    	2     	7     	5     	2     	7     	9     	8     	6     	9     	6     	4     	6     	5     	
Vardas512      Pavarde512     6     	8     	1     	1     	5     	3     	2     	9     	6     	7     	9     	5     	7     	6     	4     	10    	
Vardas513      Pavarde513     1     	2     	1     	7     	4     	10    	10    	1     	6     	5     	1     	4     	3     	10    	4     	6     	
Vardas514      Pavarde514     7     	6     	1     	7     	7     	5     	2     	10    	1     	7     	8     	10    	2     	9     	5     	10    	
Vardas515      Pavarde515     9     	5     	5     	8     	3     	6     	5     	6     	1     	9     	5     	7     	5     	4     	1     	5     	
Vardas516      Pavarde516     1     	2     	1     	10    	3     	6     	4     	6     	7     	9     	10    	3     	9     	9     	5     	2     	
Vardas517      Pavarde517     1     	4     	3     	8     	1     	4     	8     	8     	3     	4     	7     	6     	1     	7     	3     	3     	
Vardas518      Pavarde518     7     	2     	3     	2     	10    	6     	3     	10    	1     	6     	4     	4     	6     	2     	9     	8     	
Vardas519      Pavarde519     4     	5     	5     	10    	7     	4     	5     	7     	8     	4     	8     	10    	9     	10    	4     	10    	
Vardas520      Pavarde520     7     	9     	4     	7     	1     	6     	3     	3     	9     	9     	6     	6     	10    	6     	2     	8     	
Vardas521      Pavarde521     4     	7     	6     	8     	7     	9     	7     	8     	2     	9     	8     	1     	8     	6     	7     	5     	
Vardas522      Pavarde522     5     	3     	9     	10    	6     	6     	4     	3     	10    	8     	5     	3     	1     	9     	7     	2     	
Vardas523      Pavarde523     1     	9     	5     	5     	8     	10    	3     	8     	1     	2     	6     	5     	9     	3     	2     	9     	
Vardas524      Pavarde524     7     	8     	6     	7     	6     	8     	5     	7     	7     	10    	4     	8     	10    	2     	6     	8     	
Vardas525      Pavarde525     2     	7     	6     	8     	2     	10    	8     	4     	10    	4     	2     	1     	4     	9     	8     	3     	
Vardas526      Pavarde526     6     	2     	1     	2     	4     	8     	6     	8     	8     	3     	2     	5     	2     	5     	3     	10    	
Vardas527      Pavarde527     8     	8     	9     	6     	6     	10    	9     	10    	10    	4     	7     	1     	1     	9     	4     	5     	
Vardas528      Pavarde528     1     	8     	9     	9     	3     	4     	5     	4     	5     	5     	10    	10    	9     	8     	9     	7     	
Vardas529      Pavarde529     3     	4     	5     	3     	5     	8     	5     	8     	10    	7     	9     	4     	8     	4     	3     	9     	
Vardas530      Pavarde530     4     	1     	5     	9     	1     	2     	10    	8     	9     	3     	9     	5     	9     	6     	4     	9     	
Vardas531      Pavarde531     4     	7     	2     	10    	4     	7     	6     	8     	5     	3     	9     	6     	10    	5     	1     	5     	
Vardas532      Pavarde532     8     	7     	7     	2     	1     	4     	6     	2     	9     	8     	3     	4     	3     	8     	5     	9     	
Vardas533      Pavarde533     2     	3     	5     	1     	9     	7     	4     	4     	2     	4     	5     	7     	3     	1     	7     	3     	
Vardas534      Pavarde534     7     	1     	7     	7     	3     	9     	8     	6     	1     	6     	7     	2     	6     	8     	6     	10    	
Vardas535      Pavarde535     5     	7     	8     	1     	3     	3     	4     	9     	7     	1     	9     	2     	5     	1     	3     	5     	
Vardas536      Pavarde536     10    	3     	6     	2     	8     	6     	10    	1     	1     	7     	7     	6     	3     	9     	9     	1     	
Vardas537      Pavarde537     2     	10    	5     	8     	10    	8     	7     	10    	1     	5     	7     	6     	8     	2     	4     	8     	
Vardas538      Pavarde538     1     	5     	6     	7     	5     	7     	2     	10    	10    	3     	2     	9     	4     	3     	3     	1     	
Vardas539      Pavarde539     8     	2     	8     	9     	10    	9     	6     	5     	4     	1     	5     	4     	9     	8     	5     	5     	
Vardas540      Pavarde540     1     	9     	9     	10    	1     	5     	4     	10    	4     	7     	1     	9     	5     	2     	6     	7     	
Vardas541      Pavarde541     10    	7     	6     	6     	8     	2     	7     	3     	5     	10    	10    	6     	10    	1     	2     	3     	
Vardas542      Pavarde542     4     	3     	1     	4     	10    	1     	5     	9     	10    	8     	2     	8     	10    	7     	8     	7     	
Vardas543      Pavarde543     4     	8     	3     	9     	2     	2     	5     	3     	8     	8     	4     	4     	4     	10    	9     	4     	
Vardas544      Pavarde544     1     	6     	10    	2     	1     	3     	10    	2     	4     	3     	3     	9     	4     	3     	4     	2     	
Vardas545      Pavarde545     2     	10    	5     	8     	4     	5     	6     	2     	10    	4     	5     	10    	10    	5     	6     	3     	
Vardas546      Pavarde546     1     	2     	1     	3     	4     	10    	10    	6     	10    	5     	9     	9     	7     	8     	3     	5     	
Vardas547      Pavarde547     2     	7     	3     	4     	6     	4     	4     	9     	1     	4     	10    	6     	9     	6     	9     	10    	
Vardas548      Pavarde548     8     	6     	9     	6     	7     	8     	4     	7     	3     	4     	2     	2     	7     	10    	8     	4     	
Vardas549      Pavarde549     3     	1     	7     	8     	5     	9     	10    	1     	6     	9     	6     	4     	10    	1     	10    	10    	
Vardas550      Pavarde550     6     	6     	6     	10    	4     	3     	9     	3     	4     	8     	5     	5     	4     	10    	4     	2     	
Vardas551      Pavarde551     3     	7     	5     	8     	8     	1     	6     	2     	1     	2     	5     	9     	9     	6     	5     	8     	
Vardas552      Pavarde552     4     	5     	9     	6     	7     	5     	6     	3     	3     	8     	9     	5     	3     	8     	8     	2     	
Vardas553      Pavarde553     7     	4     	4     	5     	2     	5     	5     	4     	6     	1     	8     	10    	2     	10    	3     	7     	
Vardas554      Pavarde554     5     	9     	8     	9     	7     	5     	8     	8     	10    	3     	3     	5     	4     	1     	7     	9     	
Vardas555      Pavarde555     1     	9     	9     	4     	10    	8     	4     	2     	10    	8     	6     	2     	6     	2     	5     	7     	
Vardas556      Pavarde556     6     	10    	9     	9     	4     	1     	5     	7     	2     	8     	5     	6     	1     	6     	3     	9     	
Vardas557      Pavarde557     5     	4     	1     	8     	3     	3     	3     	9     	2     	4     	1     	4     	6     	8     	1     	6     	
Vardas558      Pavarde558     1     	10    	1     	10    	9     	6     	4     	10    	8     	3     	10    	1     	2     	1     	1     	8     	
Vardas559      Pavarde559     8     	4     	2     	2     	5     	7     	4     	10    	5     	6     	5     	4     	5     	10    	10    	2     	
Vardas560      Pavarde560     6     	1     	8     	10    	7     	1     	5     	7     	5     	10    	5     	9     	9     	8     	6     	3     	
Vardas561      Pavarde561     8     	8     	9     	6     	5     	6     	7     	4     	9     	7     	6     	4     	5     	1     	7     	10    	
Vardas562      Pavarde562     4     	4     	8     	10    	1     	7     	4     	4     	4     	7     	5     	9     	2     	7     	1     	10    	
Vardas563      Pavarde563     6     	10    	4     	3     	2     	5     	3     	10    	2     	3     	7     	3     	5     	4     	9     	8     	
Vardas564      Pavarde564     6     	4     	4     	8     	2     	6     	2     	8     	7     	9     	1     	7     	9     	6     	8     	7     	
Vardas565      Pavarde565     7     	4     	1     	9     	6     	4     	10    	1     	4     	9     	2     	2     	10    	5     	7     	1     	
Vardas566      Pavarde566     3     	6     	2     	2     	9     	10    	3     	6     	10    	7     	8     	5     	10    	8     	4     	8     	
Vardas567      Pavarde567     1     	8     	6     	3     	2     	2     	8     	7     	4     	6     	1     	3     	10    	9     	8     	2     	
Vardas568      Pavarde568     7     	3     	7     	3     	5     	2     	9     	6     	9     	8     	5     	2     	5     	4     	4     	8     	
Vardas569      Pavarde569     10    	4     	6     	9     	6     	7     	2     	2     	5     	4     	8     	3     	7     	10    	6     	4     	
Vardas570      Pavarde570     7     	3     	5     	4     	3     	3     	4     	10    	6     	3     	10    	4     	2     	2     	1     	5     	
Vardas571      Pavarde571     8     	4     	7     	7     	10    	5     	9     	9     	5     	8     	8     	1     	9     	10    	9     	3     	
Vardas572      Pavarde572     8     	3     	6     	7     	3     	10    	2     	5     	7     	9     	3     	9     	7     	4     	2     	2     	
Vardas573      Pavarde573     2     	1     	1     	1     	1     	6     	7     	6     	4     	8     	5     	7     	10    	5     	7     	8     	
Vardas574      Pavarde574     3     	6     	4     	2     	5     	9     	7     	7     	1     	10    	9     	7     	1     	5     	6     	3     	
Vardas575      Pavarde575     5     	8     	3     	7     	8     	3     	6     	1     	3     	10    	3     	3     	9     	4     	8     	9     	
Vardas576      Pavarde576     2     	7     	9     	3     	4     	7     	3     	4     	1     	8     	10    	2     	4     	6     	5     	8     	
Vardas577      Pavarde577     10    	2     	8     	6     	7     	1     	9     	2     	1     	10    	8     	1     	8     	2     	2     	2     	
Vardas578      Pavarde578     8     	7     	3     	2     	9     	7     	7     	2     	9     	10    	10    	1     	6     	6     	2     	10    	
Vardas579      Pavarde579     8     	10    	2     	2     	2     	8     	1     	2     	3     	1     	9     	3     	2     	1     	9     	2     	
Vardas580      Pavarde580     10    	7     	4     	2     	10    	6     	2     	9     	10    	2     	7     	4     	5     	4     	9     	7     	
Vardas581      Pavarde581     5     	4     	7     	4     	6     	10    	5     	1     	10    	4     	3     	8     	6     	3     	8     	6     	
Vardas582      Pavarde582     9     	10    	4     	7     	7     	2     	2     	4     	9     	3     	1     	9     	9     	1     	7     	3     	
Vardas583      Pavarde583     2     	4     	2     	3     	10    	5     	2     	5     	9     	5     	3     	10    	7     	2     	10    	6     	
Vardas584      Pavarde584     5     	10    	10    	6     	3     	2     	7     	7     	10    	4     	9     	2     	2     	10    	7     	7     	
Vardas585      Pavarde585     4     	6     	2     	6     	6     	10    	10    	6     	3     	4     	1     	7     	2     	3     	4     	7     	
Vardas586      Pavarde586     1     	3     	8     	5     	7     	6     	1     	2     	10    	3     	6     	1     	5     	1     	10    	9     	
Vardas587      Pavarde587     2     	4     	9     	7     	2     	7     	3     	4     	7     	1     	6     	5     	5     	6     	9     	10    	
Vardas588      Pavarde588     9     	10    	6     	6     	10    	4     	1     	8     	9     	1     	5     	6     	6     	3     	2     	10    	
Vardas589      Pavarde589     6     	5     	10    	5     	4     	1     	8     	8     	5     	4     	3     	9     	5     	4     	1     	8     	
Vardas590      Pavarde590     1     	8     	3     	5     	6     	5     	4     	3     	5     	4     	2     	7     	6     	10    	3     	5     	
Vardas591      Pavarde591     2     	6     	8     	1     	10    	6     	3     	1     	9     	8     	9     	1     	10    	8     	2     	4     	
Vardas592      Pavarde592     6     	2     	4     	6     	6     	8     	7     	3     	3     	4     	5     	9     	5     	7     	10    	8     	
Vardas593      Pavarde593     10    	3     	1     	8     	1     	2     	6     	10    	8     	2     	10    	7     	3     	10    	7     	5     	
Vardas594      Pavarde594     8     	8     	6     	1     	6     	9     	9     	9     	6     	7     	3     	2     	7     	4     	7     	6     	
Vardas595      Pavarde595     8     	5     	9     	8     	8     	1     	1     	3     	1     	3     	4     	9     	8     	9     	8     	6     	
Vardas596      Pavarde596     4     	7     	1     	10    	4     	1     	9     	9     	6     	8     	9     	6     	8     	5     	6     	9     	
Vardas597      Pavarde597     8     	4     	9     	4     	2     	10    	9     	8     	3     	9     	9     	10    	10    	3     	4     	3     	
Vardas598      Pavarde598     2     	5     	5     	1     	2     	2     	5     	2     	8     	3     	4     	4     	10    	10    	6     	9     	
Vardas599      Pavarde599     4     	1     	4     	6     	9     	3     	6     	9     	2     	1     	9     	6     	10    	9     	6     	4     	
Vardas600      Pavarde600     2     	9     	3     	2     	3     	7     	7     	7     	9     	6     	8     	6     	5     	4     	8     	1     	
Vardas601      Pavarde601     10    	3     	8     	8     	5     	6     	7     	3     	1     	9     	9     	2     	2     	3     	2     	6     	
Vardas602      Pavarde602     9     	9     	6     	3     	7     	10    	2     	5     	8     	1     	5     	8     	4     	8     	6     	9     	
Vardas603      Pavarde603     8     	8     	8     	3     	5     	7     	2     	1     	10    	2     	9     	5     	6     	3     	5     	3     	
Vardas604      Pavarde604     2     	1     	5     	7     	5     	3     	4     	5     	9     	10    	5     	9     	6     	4     	7     	7     	
Vardas605      Pavarde605     1     	3     	7     	5     	2     	10    	7     	3     	8     	6     	8     	7     	7     	3     	7     	7     	
Vardas606      Pavarde606     8     	6     	5     	8     	4     	7     	3     	10    	8     	1     	4     	9     	2     	1     	9     	2     	
Vardas607      Pavarde607     3     	1     	4     	10    	5     	8     	10    	2     	5     	4     	8     	10    	1     	7     	3     	9     	
Vardas608      Pavarde608     5     	5     	9     	1     	9     	10    	4     	5     	10    	10    	8     	10    	8     	4     	5     	4     	
Vardas609      Pavarde609     5     	1     	4     	4     	1     	4     	9     	2     	1     	8     	7     	7     	4     	9     	7     	1     	
Vardas610      Pavarde610     9     	3     	7     	9     	4     	6     	5     	1     	3     	7     	6     	3     	6     	1     	5     	1     	
Vardas611      Pavarde611     3     	4     	8     	10    	3     	4     	4     	4     	3     	5     	5     	3     	6     	10    	9     	9     	
Vardas612      Pavarde612     10    	2     	2     	6     	8     	6     	5     	3     	9     	6     	1     	2     	7     	7     	9     	4     	
Vardas613      Pavarde613     7     	2     	2     	7     	2     	4     	7     	4     	3     	10    	5     	2     	2     	5     	5     	4     	
Vardas614      Pavarde614     8     	2     	1     	2     	5     	4     	6     	8     	2     	2     	1     	1     	6     	3     	5     	7     	
Vardas615      Pavarde615     8     	4     	3     	9     	8     	6     	10    	2     	8     	4     	7     	5     	10    	7     	9     	6     	
Vardas616      Pavarde616     10    	6     	1     	9     	4     	6     	1     	3     	7     	1     	10    	2     	9     	8     	9     	8     	
Vardas617      Pavarde617     1     	4     	7     	5     	5     	4     	1     	5     	9     	6     	9     	10    	6     	7     	1     	9     	
Vardas618      Pavarde618     3     	10    	1     	4     	6     	9     	3     	4     	7     	3     	5     	9     	4     	4     	2     	1     	
Vardas619      Pavarde619     3     	9     	2     	7     	2     	8     	5     	4     	8     	10    	4     	4     	10    	2     	9     	3     	
Vardas620      Pavarde620     3     	6     	2     	8     	6     	8     	8     	3     	1     	10    	10    	1     	6     	1     	7     	6     	
Vardas621      Pavarde621     5     	5     	7     	6     	3     	8     	4     	8     	1     	6     	1     	5     	1     	5     	1     	10    	
Vardas622      Pavarde622     10    	10    	4     	2     	1     	10    	6     	6     	3     	4     	3     	5     	2     	3     	5     	4     	
Vardas623      Pavarde623     6     	9     	4     	4     	6     	9     	6     	2     	8     	3     	3     	2     	5     	1     	1     	3     	
Vardas624      Pavarde624     8     	9     	6     	5     	10    	8     	4     	10    	10    	10    	4     	6     	6     	1     	7     	10    	
Vardas625      Pavarde625     4     	7     	1     	5     	5     	5     	4     	6     	6     	1     	9     	3     	6     	1     	2     	10    	
Vardas626      Pavarde626     3     	10    	1     	4     	3     	7     	2     	7     	3     	6     	2     	10    	8     	6     	3     	10    	
Vardas627      Pavarde627     8     	2     	1     	5     	8     	2     	1     	5     	1     	9     	5     	6     	10    	9     	3     	5     	
Vardas628      Pavarde628     9     	4     	9     	2     	6     	5     	6     	6     	1     	9     	4     	6     	4     	9     	8     	5     	
Vardas629      Pavarde629     6     	5     	5     	4     	3     	4     	5     	6     	7     	6     	2     	1     	2     	10    	5     	5     	
Vardas630      Pavarde630     8     	10    	1     	2     	3     	5     	2     	7     	7     	5     	4     	7     	5     	2     	9     	10    	
Vardas631      Pavarde631     1     	3     	1     	7     	2     	6     	3     	1     	10    	8     	5     	4     	10    	10    	7     	4     	
Vardas632      Pavarde632     5     	4     	5     	9     	2     	7     	7     	4     	10    	9     	10    	10    	8     	8     	9     	7     	
Vardas633      Pavarde633     6     	4     	8     	8     	2     	4     	10    	9     	9     	3     	3     	8     	2     	1     	7     	10    	
Vardas634      Pavarde634     7     	4     	10    	3     	3     	2     	1     	9     	6     	6     	3     	8     	10    	9     	2     	3     	
Vardas635      Pavarde635     7     	8     	5     	5     	6     	3     	4     	10    	10    	5     	6     	2     	10    	8     	8     	5     	
Vardas636      Pavarde636     9     	10    	7     	10    	7     	3     	8     	6     	10    	9     	10    	1     	8     	3     	1     	3     	
Vardas637      Pavarde637     9     	9     	1     	4     	1     	10    	8     	4     	1     	3     	2     	5     	7     	8     	5     	5     	
Vardas638      Pavarde638     5     	7     	2     	2     	1     	2     	3     	9     	5     	6     	1     	9     	8     	5     	8     	9     	
Vardas639      Pavarde639     7     	4     	5     	4     	4     	4     	5     	9     	9     	10    	2     	6     	6     	7     	10    	10    	
Vardas640      Pavarde640     10    	10    	8     	2     	9     	5     	3     	2     	1     	2     	8     	3     	5     	6     	1     	6     	
Vardas641      Pavarde641     4     	5     	1     	2     	4     	10    	8     	10    	5     	5     	2     	8     	5     	8     	7     	1     	
Vardas642      Pavarde642     1     	7     	2     	1     	7     	5     	5     	4     	1     	6     	2     	7     	8     	10    	4     	8     	
Vardas643      Pavarde643     8     	2     	2     	5     	2     	4     	6     	5     	6     	3     	8     	9     	4     	1     	1     	8     	
Vardas644      Pavarde644     5     	7     	8     	7     	9     	1     	9     	2     	1     	6     	3     	5     	1     	9     	6     	1     	
Vardas645      Pavarde645     2     	1     	10    	1     	10    	10    	8     	10    	3     	10    	1     	9     	1     	5     	9     	4     	
Vardas646      Pavarde646     9     	3     	2     	4     	3     	9     	5     	7     	3     	7     	10    	2     	6     	2     	10    	8     	
Vardas647      Pavarde647     8     	1     	10    	6     	6     	2     	5     	4     	5     	6     	7     	10    	3     	10    	3     	6     	
Vardas648      Pavarde648     1     	9     	5     	9     	6     	1     	1     	4     	9     	3     	10    	10    	2     	7     	4     	5     	
Vardas649      Pavarde649     5     	9     	7     	10    	10    	4     	10    	4     	4     	4     	1     	8     	8     	3     	6     	9     	
Vardas650      Pavarde650     2     	1     	6     	2     	5     	9     	10    	6     	3     	8     	2     	9     	5     	10    	7     	10    	
Vardas651      Pavarde651     7     	3     	10    	2     	9     	7     	1     	1     	8     	10    	8     	6     	4     	3     	3     	6     	
Vardas652      Pavarde652     9     	7     	6     	2     	8     	9     	5     	3     	1     	7     	4     	7     	2     	5     	4     	4     	
Vardas653      Pavarde653     5     	8     	1     	6     	7     	7     	4     	9     	3     	3     	8     	4     	2     	8     	2     	7     	
Vardas654      Pavarde654     8     	9     	1     	1     	1     	10    	1     	7     	6     	2     	2     	3     	8     	5     	9     	6     	
Vardas655      Pavarde655     2     	2     	4     	5     	5     	10    	9     	3     	8     	9     	8     	5     	10    	9     	8     	7     	
Vardas656      Pavarde656     8     	10    	7     	5     	9     	4     	8     	10    	9     	10    	2     	1     	5     	5     	8     	6     	
Vardas657      Pavarde657     6     	7     	9     	1     	10    	10    	7     	7     	3     	1     	5     	2     	1     	9     	6     	3     	
Vardas658      Pavarde658     2     	9     	3     	6     	4     	7     	3     	9     	9     	1     	9     	3     	2     	6     	9     	10    	
Vardas659      Pavarde659     1     	3     	4     	4     	2     	2     	4     	3     	9     	7     	8     	7     	7     	9     	3     	4     	
Vardas660      Pavarde660     1     	6     	5     	9     	6     	1     	1     	1     	4     	7     	3     	4     	2     	2     	9     	8     	
Vardas661      Pavarde661     7     	10    	4     	3     	10    	2     	10    	9     	1     	1     	7     	9     	1     	5     	9     	8     	
Vardas662      Pavarde662     10    	5     	2     	8     	6     	2     	4     	9     	7     	3     	8     	3     	2     	1     	5     	6     	
Vardas663      Pavarde663     7     	2     	4     	9     	9     	7     	4     	5     	1     	7     	9     	8     	4     	10    	9     	1     	
Vardas664      Pavarde664     2     	1     	10    	6     	3     	4     	4     	7     	1     	9     	10    	4     	1     	3     	8     	2     	
Vardas665      Pavarde665     5     	7     	8     	4     	2     	1     	6     	1     	6     	8     	10    	3     	7     	6     	8     	3     	
Vardas666      Pavarde666     1     	5     	1     	8     	9     	7     	4     	6     	6     	10    	7     	4     	7     	5     	9     	1     	
Vardas667      Pavarde667     1     	5     	2     	6     	2     	4     	9     	2     	8     	6     	1     	6     	9     	10    	7     	1     	
Vardas668      Pavarde668     8     	1     	6     	1     	3     	7     	7     	4     	2     	4     	3     	4     	10    	9     	3     	9     	
Vardas669      Pavarde669     9     	4     	7     	2     	4     	3     	10    	2     	3     	2     	3     	9     	9     	10    	10    	4     	
Vardas670      Pavarde670     7     	10    	1     	6     	2     	4     	6     	3     	2     	6     	1     	9     	10    	9     	1     	5     	
Vardas671      Pavarde671     5     	6     	8     	4     	3     	10    	7     	10    	1     	3     	7     	9     	1     	6     	4     	2     	
